,X,Dep,Number,Dep_n,logR_n
602,101.0,16.69,4,0.7421125943122461,0.6305194052396955
603,101.0,15.690000000000001,5,0.6834939059779455,0.5525886841179681
604,101.0,14.690000000000001,6,0.6248752176436448,0.465673215561802
605,101.0,13.690000000000001,7,0.5662565293093441,0.3478302405982191
606,101.0,12.690000000000001,8,0.5076378409750435,0.23000954395584966
607,101.0,11.690000000000001,9,0.4490191526407429,0.1883318499125013
608,101.0,10.690000000000001,10,0.39040046430644226,0.20171583740656038
609,101.0,9.690000000000001,11,0.3317817759721416,0.32669422595195985
610,101.0,8.690000000000001,12,0.273163087637841,0.33018772235977223
611,101.0,7.690000000000001,13,0.21454439930354033,0.5095682240701706
612,101.0,6.690000000000001,14,0.1559257109692397,0.6052510788874668
613,101.0,5.690000000000001,15,0.09730702263493907,0.6052510788874668
614,101.0,4.690000000000001,16,0.03868833430063843,0.6052510788874668
615,103.0,20.46,0,0.9631050493325595,0.7329436854797471
616,103.0,19.46,1,0.9044863609982589,0.739489083798405
617,103.0,18.46,2,0.8458676726639582,0.7252660583242054
618,103.0,17.46,3,0.7872489843296575,0.6783045273688254
619,103.0,16.46,4,0.7286302959953569,0.6078929874712009
620,103.0,15.46,5,0.6700116076610563,0.5222696348335141
621,103.0,14.46,6,0.6113929193267557,0.4283776262905538
622,103.0,13.46,7,0.5527742309924549,0.3527296465560991
623,103.0,12.46,8,0.49415554265815437,0.26074201830524185
624,103.0,11.46,9,0.4355368543238537,0.26006472515287876
625,103.0,10.46,10,0.3769181659895531,0.24403256253963665
626,103.0,9.46,11,0.3182994776552524,0.34276574839405166
627,103.0,8.46,12,0.25968078932095184,0.42770555480046524
628,103.0,7.460000000000001,13,0.20106210098665117,0.5098917695236063
629,103.0,6.460000000000001,14,0.14244341265235053,0.6058360313377443
630,103.0,5.460000000000001,15,0.0838247243180499,0.6058360313377443
631,103.0,4.460000000000001,16,0.025206035983749257,0.6058360313377443
632,105.0,20.37,0,0.9578293673824724,0.68102283530159
633,105.0,19.37,1,0.8992106790481718,0.6565130871597293
634,105.0,18.37,2,0.8405919907138711,0.6373817259944065
635,105.0,17.37,3,0.7819733023795704,0.598368559869396
636,105.0,16.37,4,0.7233546140452698,0.5418665834010582
637,105.0,15.370000000000001,5,0.6647359257109693,0.4764651303375759
638,105.0,14.370000000000001,6,0.6061172373766687,0.4054899052552244
639,105.0,13.370000000000001,7,0.5474985490423679,0.34837332392649184
640,105.0,12.370000000000001,8,0.4888798607080673,0.28144467471273255
641,105.0,11.370000000000001,9,0.43026117237376665,0.28846825997134434
642,105.0,10.370000000000001,10,0.37164248403946604,0.2774463964799421
643,105.0,9.370000000000001,11,0.31302379570516536,0.36827610773568625
644,105.0,8.370000000000001,12,0.2544051073708648,0.44671211916885334
645,105.0,7.370000000000001,13,0.19578641903656413,0.5327399024038951
646,105.0,6.370000000000001,14,0.13716773070226349,0.606450152144727
647,105.0,5.370000000000001,15,0.07854904236796284,0.606450152144727
648,105.0,4.370000000000001,16,0.01993035403366221,0.606450152144727
649,107.0,20.28,0,0.9525536854323853,0.6556058101493638
650,107.0,19.28,1,0.8939349970980848,0.6354089190969535
651,107.0,18.28,2,0.8353163087637842,0.5917630195020265
652,107.0,17.28,3,0.7766976204294834,0.5387771413474283
653,107.0,16.28,4,0.7180789320951828,0.48616001377965284
654,107.0,15.280000000000001,5,0.6594602437608822,0.43096877131152966
655,107.0,14.280000000000001,6,0.6008415554265816,0.37202981224938625
656,107.0,13.280000000000001,7,0.5422228670922808,0.31884015469638227
657,107.0,12.280000000000001,8,0.4836041787579803,0.2818136389243458
658,107.0,11.280000000000001,9,0.4249854904236796,0.30363777223639177
659,107.0,10.280000000000001,10,0.366366802089379,0.33106166128747566
660,107.0,9.280000000000001,11,0.3077481137550783,0.38817860252664277
661,107.0,8.280000000000001,12,0.2491294254207777,0.4624094351018345
662,107.0,7.280000000000001,13,0.1905107370864771,0.5398468544877466
663,107.0,6.280000000000001,14,0.13189204875217644,0.6081872296175942
664,107.0,5.280000000000001,15,0.0732733604178758,0.6081872296175942
665,107.0,4.280000000000001,16,0.01465467208357516,0.6081872296175942
666,109.0,20.05,0,0.9390713871154962,0.6916532536626273
667,109.0,19.05,1,0.8804526987811956,0.669165038159996
668,109.0,18.05,2,0.821834010446895,0.6369607308781231
669,109.0,17.05,3,0.7632153221125942,0.5470498580503659
670,109.0,16.05,4,0.7045966337782936,0.4585009630401747
671,109.0,15.05,5,0.645977945443993,0.38313003610291074
672,109.0,14.05,6,0.5873592571096923,0.3213519678582105
673,109.0,13.05,7,0.5287405687753917,0.2867798637578908
674,109.0,12.05,8,0.4701218804410911,0.26311623948715557
675,109.0,11.05,9,0.4115031921067904,0.30743438949532575
676,109.0,10.05,10,0.3528845037724898,0.3557191182253828
677,109.0,9.05,11,0.2942658154381892,0.40798130130387167
678,109.0,8.05,12,0.23564712710388855,0.4750236877946239
679,109.0,7.050000000000001,13,0.1770284387695879,0.5468806362335457
680,109.0,6.050000000000001,14,0.11840975043528726,0.6109787309401395
681,109.0,5.050000000000001,15,0.05979106210098663,0.6109787309401395
682,109.0,4.050000000000001,16,0.001172373766685988,0.6109787309401395
683,111.0,19.72,0,0.9197272199651768,0.6569207146973867
684,111.0,18.72,1,0.8611085316308762,0.6305148287236355
685,111.0,17.72,2,0.8024898432965756,0.6240045189984167
686,111.0,16.72,3,0.743871154962275,0.5165486019069966
687,111.0,15.719999999999999,4,0.6852524666279743,0.40336129196614023
688,111.0,14.719999999999999,5,0.6266337782936737,0.2596917484213648
689,111.0,13.719999999999999,6,0.5680150899593731,0.2473488808537956
690,111.0,12.719999999999999,7,0.5093964016250724,0.2524558972229373
691,111.0,11.719999999999999,8,0.45077771329077176,0.24561567378532395
692,111.0,10.719999999999999,9,0.39215902495647115,0.31252627997953575
693,111.0,9.719999999999999,10,0.3335403366221705,0.41329941055511293
694,111.0,8.719999999999999,11,0.27492164828786986,0.428211379686784
695,111.0,7.719999999999999,12,0.21630295995356924,0.5374678824432567
696,111.0,6.719999999999999,13,0.15768427161926857,0.6157723324510753
697,111.0,5.719999999999999,14,0.09906558328496794,0.6157723324510753
698,111.0,4.719999999999999,15,0.040446894950667306,0.6157723324510753
699,113.0,19.53,0,0.90858966918166,0.5674736335938274
700,113.0,18.53,1,0.8499709808473592,0.51161224982919
701,113.0,17.53,2,0.7913522925130586,0.3139887546082891
702,113.0,16.53,3,0.732733604178758,0.2858735769414391
703,113.0,15.530000000000001,4,0.6741149158444573,0.27523354555172375
704,113.0,14.530000000000001,5,0.6154962275101566,0.23037089104207864
705,113.0,13.530000000000001,6,0.556877539175856,0.21390387413160658
706,113.0,12.530000000000001,7,0.4982588508415554,0.24283198279704363
707,113.0,11.530000000000001,8,0.43964016250725474,0.3034518690350364
708,113.0,10.530000000000001,9,0.3810214741729542,0.32151317285367786
709,113.0,9.530000000000001,10,0.3224027858386535,0.430721610478215
710,113.0,8.530000000000001,11,0.2637840975043529,0.5005594418943302
711,113.0,7.530000000000001,12,0.20516540917005222,0.546677714706661
712,113.0,6.530000000000001,13,0.1465467208357516,0.6264391047451189
713,113.0,5.530000000000001,14,0.08792803250145097,0.6264391047451189
714,113.0,4.530000000000001,15,0.02930934416715032,0.6264391047451189
715,115.0,19.44,0,0.9033139872315729,0.5381600513634697
716,115.0,18.44,1,0.8446952988972721,0.47987446360719044
717,115.0,17.44,2,0.7860766105629715,0.3251778942926672
718,115.0,16.44,3,0.727457922228671,0.3097262741539467
719,115.0,15.440000000000001,4,0.6688392338943703,0.2726841528282379
720,115.0,14.440000000000001,5,0.6102205455600697,0.25787694777554565
721,115.0,13.440000000000001,6,0.551601857225769,0.23452042400284567
722,115.0,12.440000000000001,7,0.49298316889146837,0.25250244197049015
723,115.0,11.440000000000001,8,0.4343644805571677,0.3404090526860033
724,115.0,10.440000000000001,9,0.37574579222286714,0.3316450520196826
725,115.0,9.440000000000001,10,0.31712710388856646,0.44243751045088275
726,115.0,8.440000000000001,11,0.25850841555426585,0.519623198708242
727,115.0,7.440000000000001,12,0.19988972721996517,0.5650065189262906
728,115.0,6.440000000000001,13,0.14127103888566456,0.6506520207505991
729,115.0,5.440000000000001,14,0.0826523505513639,0.6506520207505992
730,115.0,4.440000000000001,15,0.024033662217063267,0.6506520207505992
731,117.0,19.39,0,0.9003830528148578,0.6553113111852404
732,117.0,18.39,1,0.8417643644805571,0.6382754427229722
733,117.0,17.39,2,0.7831456761462565,0.6198625417291158
734,117.0,16.39,3,0.7245269878119559,0.5308832561417445
735,117.0,15.39,4,0.6659082994776552,0.3554120844583959
736,117.0,14.39,5,0.6072896111433546,0.29528504250302984
737,117.0,13.39,6,0.5486709228090539,0.2568697527297848
738,117.0,12.39,7,0.49005223447475327,0.28832842472860926
739,117.0,11.39,8,0.43143354614045265,0.36371800758945505
740,117.0,10.39,9,0.37281485780615203,0.354579321115712
741,117.0,9.39,10,0.31419616947185136,0.4651871048299281
742,117.0,8.39,11,0.25557748113755074,0.5369311647846365
743,117.0,7.390000000000001,12,0.1969587928032501,0.6131798886547151
744,117.0,6.390000000000001,13,0.13834010446894948,0.6356167197654365
745,117.0,5.390000000000001,14,0.07972141613464884,0.6356167197654365
746,117.0,4.390000000000001,15,0.021102727800348196,0.6356167197654365
747,119.0,19.35,0,0.8980383052814858,0.6266540303499271
748,119.0,18.35,1,0.8394196169471851,0.6266540303499271
749,119.0,17.35,2,0.7808009286128845,0.5919809667234646
750,119.0,16.35,3,0.7221822402785839,0.39224738801576886
751,119.0,15.350000000000001,4,0.6635635519442832,0.3148411385353693
752,119.0,14.350000000000001,5,0.6049448636099826,0.2777131419389499
753,119.0,13.350000000000001,6,0.546326175275682,0.27112927959676486
754,119.0,12.350000000000001,7,0.48770748694138133,0.2955660092118357
755,119.0,11.350000000000001,8,0.42908879860708066,0.3726476336136899
756,119.0,10.350000000000001,9,0.37047011027278004,0.38130934727753957
757,119.0,9.350000000000001,10,0.3118514219384794,0.4783103548894134
758,119.0,8.350000000000001,11,0.25323273360417875,0.543746995122751
759,119.0,7.350000000000001,12,0.19461404526987813,0.543746995122751
760,119.0,6.350000000000001,13,0.13599535693557752,0.6159497831660762
761,119.0,5.350000000000001,14,0.07737666860127686,0.6159497831660762
762,121.0,19.2,0,0.8892455020313406,0.5568501884537399
763,121.0,18.2,1,0.8306268136970398,0.5568501884537399
764,121.0,17.2,2,0.7720081253627393,0.5080350705776534
765,121.0,16.2,3,0.7133894370284387,0.39990876683001236
766,121.0,15.2,4,0.6547707486941381,0.3440287244987612
767,121.0,14.2,5,0.5961520603598374,0.3134029442467327
768,121.0,13.2,6,0.5375333720255367,0.3139174605674169
769,121.0,12.2,7,0.4789146836912361,0.33807785731294215
770,121.0,11.2,8,0.42029599535693546,0.38724386003887706
771,121.0,10.2,9,0.36167730702263484,0.4348748578432474
772,121.0,9.2,10,0.3030586186883342,0.4748655769717606
773,121.0,8.2,11,0.24443993035403355,0.5276191356875573
774,121.0,7.199999999999999,12,0.1858212420197329,0.5276191356875573
775,121.0,6.199999999999999,13,0.1272025536854323,0.5276191356875573
776,123.0,19.11,0,0.8839698200812536,0.5450130236551279
777,123.0,18.11,1,0.8253511317469528,0.5450130236551279
778,123.0,17.11,2,0.7667324434126522,0.5110532314134193
779,123.0,16.11,3,0.7081137550783516,0.4435389308993192
780,123.0,15.11,4,0.6494950667440509,0.40020312118053747
781,123.0,14.11,5,0.5908763784097503,0.3686455064068158
782,123.0,13.11,6,0.5322576900754497,0.3404090526860033
783,123.0,12.11,7,0.47363900174114903,0.3526668204676887
784,123.0,11.11,8,0.4150203134068484,0.3920562344615089
785,123.0,10.11,9,0.3564016250725478,0.42774586559981814
786,123.0,9.11,10,0.29778293673824713,0.4491096598369368
787,123.0,8.11,11,0.2391642484039465,0.4949707338498871
788,123.0,7.109999999999999,12,0.18054556006964587,0.4949707338498871
789,125.0,19.16,0,0.8869007544979687,0.5121805409023665
790,125.0,18.16,1,0.828282066163668,0.5121805409023665
791,125.0,17.16,2,0.7696633778293673,0.4986957101037056
792,125.0,16.16,3,0.7110446894950667,0.41331233046636895
793,125.0,15.16,4,0.652426001160766,0.37985883552866406
794,125.0,14.16,5,0.5938073128264654,0.359356024682692
795,125.0,13.16,6,0.5351886244921648,0.3485574381307882
796,125.0,12.16,7,0.47656993615786414,0.355350587452527
797,125.0,11.16,8,0.41795124782356347,0.37342231505247053
798,125.0,10.16,9,0.35933255948926285,0.4031863516924921
799,125.0,9.16,10,0.3007138711549622,0.4031863516924921
800,125.0,8.16,11,0.24209518282066156,0.4372191238057098
801,127.0,19.26,0,0.8927626233313987,0.3814759603777174
802,127.0,18.26,1,0.834143934997098,0.3814759603777175
803,127.0,17.26,2,0.7755252466627974,0.3225426727545558
804,127.0,16.26,3,0.7169065583284969,0.30683218251848676
805,127.0,15.260000000000002,4,0.6582878699941962,0.30686236160424163
806,127.0,14.260000000000002,5,0.5996691816598956,0.3066811781224498
807,127.0,13.260000000000002,6,0.541050493325595,0.31595468545508903
808,127.0,12.260000000000002,7,0.4824318049912943,0.3249037820083688
809,127.0,11.260000000000002,8,0.4238131166569936,0.3354384810313745
810,127.0,10.260000000000002,9,0.365194428322693,0.3774406824536901
811,127.0,9.260000000000002,10,0.3065757399883924,0.3774406824536901
812,129.0,19.45,0,0.9039001741149157,0.40844549912685957
813,129.0,18.45,1,0.8452814857806151,0.40844549912685957
814,129.0,17.45,2,0.7866627974463145,0.358589080427342
815,129.0,16.45,3,0.7280441091120138,0.336895815434203
816,129.0,15.45,4,0.6694254207777132,0.32133852475594654
817,129.0,14.45,5,0.6108067324434125,0.30363777223639177
818,129.0,13.45,6,0.5521880441091119,0.2939877742546403
819,129.0,12.45,7,0.49356935577481126,0.3013412572495493
820,129.0,11.45,8,0.43495066744051064,0.32288839731223645
821,129.0,10.45,9,0.37633197910620997,0.33123572105297383
822,129.0,9.45,10,0.31771329077190935,0.3424593698700098
823,131.0,19.74,0,0.9208995937318628,0.4085528943838786
824,131.0,18.74,1,0.8622809053975623,0.36760843738035354
825,131.0,17.74,2,0.8036622170632616,0.35419707642013604
826,131.0,16.74,3,0.745043528728961,0.3011519178881444
827,131.0,15.739999999999998,4,0.6864248403946603,0.27763698679295357
828,131.0,14.739999999999998,5,0.6278061520603597,0.27507814659940066
829,131.0,13.739999999999998,6,0.569187463726059,0.26707281610256384
830,131.0,12.739999999999998,7,0.5105687753917584,0.2966017874072863
831,131.0,11.739999999999998,8,0.45195008705745776,0.3094161984066855
832,131.0,10.739999999999998,9,0.39333139872315714,0.3094161984066855
833,133.0,19.94,0,0.9326233313987232,0.3869493230555751
834,133.0,18.94,1,0.8740046430644225,0.3553710898033551
835,133.0,17.94,2,0.8153859547301219,0.2468387306211534
836,133.0,16.94,3,0.7567672663958213,0.1976395763390261
837,133.0,15.940000000000001,4,0.6981485780615205,0.23905618942083554
838,133.0,14.940000000000001,5,0.6395298897272199,0.2535451603160181
839,133.0,13.940000000000001,6,0.5809112013929193,0.271549798205778
840,133.0,12.940000000000001,7,0.5222925130586187,0.3103001041837086
841,133.0,11.940000000000001,8,0.46367382472431806,0.30146732496123413
842,133.0,10.940000000000001,9,0.4050551363900174,0.325412372040052
843,135.0,19.99,0,0.9355542658154381,0.438620786122865
844,135.0,18.99,1,0.8769355774811374,0.422038759703153
845,135.0,17.99,2,0.8183168891468368,0.42865802621844196
846,135.0,16.99,3,0.7596982008125361,0.4226998393056828
847,135.0,15.989999999999998,4,0.7010795124782354,0.414795701186119
848,135.0,14.989999999999998,5,0.6424608241439348,0.38678982555972774
849,135.0,13.989999999999998,6,0.5838421358096342,0.3712464592585634
850,135.0,12.989999999999998,7,0.5252234474753334,0.3626295521686025
851,135.0,11.989999999999998,8,0.4666047591410329,0.3626295521686024
852,137.0,19.94,0,0.9326233313987232,0.4064692156656236
853,137.0,18.94,1,0.8740046430644225,0.4121115734818398
854,137.0,17.94,2,0.8153859547301219,0.4078666695838504
855,137.0,16.94,3,0.7567672663958213,0.4361951913551531
856,137.0,15.940000000000001,4,0.6981485780615205,0.46407564564654646
857,137.0,14.940000000000001,5,0.6395298897272199,0.45498230080964275
858,137.0,13.940000000000001,6,0.5809112013929193,0.4255796301567872
859,137.0,12.940000000000001,7,0.5222925130586187,0.4209615797881978
860,139.0,19.94,0,0.9326233313987232,0.43245269158719324
861,139.0,18.94,1,0.8740046430644225,0.42857225603126287
862,139.0,17.94,2,0.8153859547301219,0.44724066350773495
863,139.0,16.94,3,0.7567672663958213,0.45462959402448255
864,139.0,15.940000000000001,4,0.6981485780615205,0.4425091925538395
865,139.0,14.940000000000001,5,0.6395298897272199,0.44529836107054294
866,139.0,13.940000000000001,6,0.5809112013929193,0.3941506024877911
867,141.0,20.09,0,0.9414161346488681,0.4789704988718987
868,141.0,19.09,1,0.8827974463145675,0.47570523228040923
869,141.0,18.09,2,0.824178757980267,0.42286755950168514
870,141.0,17.09,3,0.7655600696459663,0.3585690972060299
871,141.0,16.09,4,0.7069413813116656,0.269290569932981
872,141.0,15.09,5,0.648322692977365,0.32660401876288936
873,143.0,20.48,0,0.9642774230992455,0.6393975695611442
874,143.0,19.48,1,0.9056587347649449,0.6183148220554292
875,143.0,18.48,2,0.8470400464306441,0.32571134630207654
876,143.0,17.48,3,0.7884213580963435,0.11577846313020207
877,143.0,16.48,4,0.7298026697620429,0.08318048349938514
878,143.0,15.48,5,0.6711839814277422,0.148850053206152
879,145.0,20.76,0,0.9806906558328498,0.4882854952607077
880,145.0,19.76,1,0.9220719674985491,0.4398188395872634
881,145.0,18.76,2,0.8634532791642484,0.26080736921616965
882,145.0,17.76,3,0.8048345908299478,0.09041276942543741
883,145.0,16.76,4,0.7462159024956472,0.03261438498971009
884,147.0,20.77,0,0.9812768427161926,0.6331068323785466
885,147.0,19.77,1,0.9226581543818919,0.6295869334040209
886,147.0,18.77,2,0.8640394660475913,0.6174798066632153
887,147.0,17.77,3,0.8054207777132907,0.4674354852184246
888,147.0,16.77,4,0.74680208937899,0.29326683708122797
889,149.0,20.77,0,0.9812768427161926,0.627619007710573
890,149.0,19.77,1,0.9226581543818919,0.6279265668185849
891,149.0,18.77,2,0.8640394660475913,0.6230428071387862
892,149.0,17.77,3,0.8054207777132907,0.545849252906043
893,151.0,20.82,0,0.9842077771329077,0.4905083284988481
894,151.0,19.82,1,0.925589088798607,0.49502463763377025
895,151.0,18.82,2,0.8669704004643064,0.48188768980488433
896,153.0,20.92,0,0.9900696459663377,0.5083080611957561
897,153.0,19.92,1,0.9314509576320371,0.5051166916487958
898,155.0,21.06,0,0.9982762623331397,0.4967208313002628
899,155.0,20.06,1,0.9396575739988391,0.5126350843209198
900,157.0,21.16,0,1.0041381311665698,0.48270037352466205
